im0032,59,150,63.2,116,49.8,92.8,35.5,94,39.2,130,34.2,165,75.8,89.8,62.8,66.7,56.1,49.8,36.7,49,18.6,67.9,18.2,91.5,49.8,41,52.3,22.9
im0033,29.3,156,28.4,122,30.2,86.9,47.6,87.8,49,120,49,155,17.8,91.5,17.3,67.6,21,46,55.9,47.4,60.9,72.6,60.5,91.9,38.5,38.7,38.9,17.6
im0034,37.9,139,13.8,117,21.1,83.3,32.5,83.3,24.5,123,23.4,154,26.4,88.3,27.2,62.7,26,42.4,41.7,43.1,48.6,67.6,48.2,90.6,26.8,34.7,28.3,13.7
im0035,32.3,113,56.6,107,73.5,77.8,86.9,80.6,112,86.1,113,122,96,58.8,80.8,59.6,81.8,35.9,105,35.8,107,43.9,113,55.9,92,33.2,92.5,11.5
im0036,45.7,152,39.5,115,31.6,81.5,23.5,78.5,24.7,109,26,142,83.2,54,67.3,57,59.4,46.1,57.9,37.9,72.2,47.3,87.2,49.4,64.8,37.4,73.5,25.4
im0037,54.7,155,55.6,118,53.4,89.9,37.5,90.3,36.1,120,36.1,160,71,89,67.1,66.5,61.3,45.7,30.8,45.7,20.2,68.2,23.3,71.3,45,36,45.4,20.5
im0038,44,156,38.4,114,35.9,83.6,23.8,81.7,15.1,116,17.2,155,37.2,73.6,48.1,64.9,43.4,41.5,14.8,42.2,13.8,63.7,20.4,73,31.6,32.8,30.3,13.8
im0039,15.5,139,17.7,110,21.7,82.1,33.4,83.6,39.6,111,42.3,141,25.5,77.1,15.3,64.2,14.3,40.5,43.9,41.3,45.6,63,33.7,75.4,28.4,33.4,28.9,12.6
im0040,35.1,138,25.7,97.9,51.7,94.3,66.9,96.7,60.2,139,65.1,174,56.9,85.5,51.7,67.6,53.3,47.9,75.7,57,90,83,89.4,108,63.3,48.2,64.5,25.7
im0041,4.35,158,27.6,124,52,94.9,52.2,97.9,55.2,142,96.1,163,44.1,43.5,59,49.4,86.6,57.5,54.7,60.2,40.6,48.6,33.8,37.8,68.5,52.1,79,36.7
im0042,58.6,168,70.2,128,62.2,90.8,46.6,91.3,50.8,129,52.2,168,74,76.7,78.9,58.2,64.3,40.3,33.8,46.2,22.5,63.7,36.6,79.7,52.7,33.9,57.4,22.6
im0043,87.1,98.5,59.4,74.1,100,85.5,93,85.5,58.3,72.5,76.2,102,59.4,63.3,81.6,68.7,77.3,47,67.5,53.5,40.4,49.7,28.5,35.1,65.4,45.9,65.4,28.6
im0044,55.2,156,55.5,117,42.2,85.2,29.5,86,29.7,113,16.7,155,46.9,84.3,50,64.1,58.8,48,36.7,47.2,29.5,68.5,33.6,94.6,54.4,38.6,53.8,16.7
im0045,39.8,159,41.2,118,39.3,84.5,52.4,83.5,47.2,120,41.6,157,30.4,71.8,18.2,49.4,40.7,41,64.1,42.4,51.9,52.7,54.3,73.7,57.5,35.3,60.8,18
im0046,36,149,41,115,38.8,91.5,56.8,92.6,55.2,121,55.7,141,22.7,83.6,27.3,66.4,32.2,46.2,65.8,49.8,71.3,68.1,79.5,91,49.7,41.8,49.7,22.7
im0047,38.1,158,32.9,128,35,87.8,52.7,86.3,52.7,132,51.1,169,19.3,89.4,22.5,68.1,25.1,41,61,38.9,67.8,61.8,64.7,78.5,42.8,35.7,38.1,19.1
im0048,38.7,159,47.7,123,56.2,89.8,41.4,90.4,41.7,124,61.6,157,71.3,93.4,69.1,65.6,64.6,46.3,34.1,47.2,27.5,69.5,20.2,84,48.3,36.6,48.6,20.3
im0049,111,101,69.1,90.7,29,97.5,33.7,87.2,49.5,50.6,60.3,85,77.1,85.7,52,81.5,30.7,57.6,33,50.4,48.8,66.9,66.8,73.7,34.2,47.1,40.5,28.8
im0050,33.6,171,54.2,141,62.6,99.4,80.1,98,100,128,117,164,58.4,72.9,45.9,91.7,50.4,61.4,70.3,46.7,97.9,50.2,114,68.3,59.1,51.9,49,33.4
im0051,35.1,146,36,109,40,84.7,32.9,82.5,19,108,44.7,135,35.1,62.1,53.7,60.8,46.5,39.4,23.9,37,22.7,60.2,15.2,81.9,32,28.6,31.4,15.3
im0052,30.9,117,30.8,97.4,26.4,77.5,39.7,72,46.5,90.6,50,113,34.8,53,14.3,58.3,13.5,35.6,35.1,31.2,37.3,46.6,45.7,51.2,26,27.3,34.3,9.38
im0053,42.6,137,36.7,101,25.6,78.8,22.1,80,21.5,103,17.2,137,38.3,77.8,29.6,58,32.4,35,31.1,34.4,30.8,57.4,40.1,78.5,36.1,28.2,39.8,10.2
im0054,46.8,156,46.8,114,35.8,84.1,23.6,82,21.5,117,14.7,152,51.5,90.9,35.8,74.5,34.5,46.6,21.5,39.1,21.5,67,45.4,84.8,32.4,32.9,35.8,14.5
im0055,46.4,142,44.6,108,37.1,79.9,54.3,81,51.5,113,43.9,130,22.6,68.5,22,47.1,34.3,38.5,64,40.5,76.7,62.5,63.3,54.1,49.4,33.8,48.9,11.5
im0056,79.5,150,66.2,116,58.8,92.4,43.7,92.4,52.6,124,62.2,154,79.1,93.5,72.1,70.7,64.4,49.3,36.7,48.5,22.7,66.2,25.7,71.4,53.7,40.1,55.2,22.7
im0057,27.3,136,45.2,107,45.2,87.8,30.8,86.6,33.6,110,36,136,62.5,82,63.7,69.3,57.3,47.4,26.7,43.3,19.8,62.9,18.1,84.9,41.7,35.2,42.9,17.9
im0058,38.4,119,62.1,97.8,33.1,86.1,35.6,86.1,64.2,91,43.7,117,63.3,48.1,51.2,45.8,30.5,34.1,24.3,43.7,38,62.4,40.5,50.9,25.6,32.8,18.4,18.3
im0059,37.8,141,48.1,106,79.9,97.6,94.8,100,105,129,132,162,44.5,40.6,67.1,45.7,85.1,48.3,109,66.2,92.2,85.2,78.9,70.3,100,53.4,108,38
im0060,22.2,148,28.6,112,32.7,87,47.2,89.1,46.8,114,46.2,149,17.5,86.4,21.2,66.8,29,45.2,58.6,46.3,61.3,67.5,59,89.7,40.1,37.8,39.7,17.6
im0061,123,154,99.1,133,88.7,97.9,69.7,99,57.6,129,63.9,165,121,52.3,112,50,89.3,54.6,55.8,58,35,75.4,43.1,99,66.2,48.2,63.3,35
im0062,55.1,142,43.2,120,43,84.7,46.2,84.9,36.5,120,58.3,143,16.7,41.8,30.6,49.5,34.8,43.3,42,38.9,54.4,47,42.2,25.5,34.6,34.7,41.2,16.6
im0063,32.6,152,36.5,123,35.4,86.5,51.3,88,52.6,121,53.4,159,18,87.4,21.2,64.6,26.6,41.2,56,41.2,57.7,65.5,62.9,86.7,39.3,35.4,46.3,18
im0064,113,34.9,87.9,85.4,123,112,121,106,78.8,82.3,35.1,41.4,43.3,133,69.5,148,92.5,160,96.7,137,82.2,114,50.4,114,94.4,158,81.7,165
im0065,37.3,110,69.2,114,91.9,91,94.8,89.6,101,126,107,162,111,86.7,105,68.8,115,57.2,125,63.5,126,83.8,123,98.7,125,52.4,131,37.4
im0066,21.3,138,46.2,115,37.9,82.7,44.9,83.4,72.6,110,71.9,144,65.6,72.4,49.7,63.3,55.2,42.6,66.3,44.6,54.5,67.5,73.9,68.2,65.6,37.7,69.8,21.1
im0067,18,176,35.2,128,34,86.8,28.4,89.8,41.5,128,41.5,172,62.9,75.6,57.3,61,47.9,41.5,26.2,48.2,22.4,75.9,46.4,82.7,44.9,34.4,45.3,17.9
im0068,39,163,35.1,122,44.9,88.1,63.7,89,46.9,89,54.8,124,23.3,52.6,18.3,65.4,34.1,50.6,57.8,41.7,59.7,69.3,37.1,51.6,45.9,39.8,45.9,18.1
im0069,45.6,149,36.2,124,33.4,89,48.9,89.2,43.6,120,51.8,134,19.3,67.5,21.8,66.9,22.7,43.2,54,43.2,67.6,57.9,57.1,70.3,36.8,39,39.3,19.2
im0070,23.2,146,54.3,123,56.9,92.1,53.3,92.1,68.3,112,66.6,145,81,60.8,60.3,59.8,52.3,45.1,34.6,58.8,35.9,78.1,48.6,92.1,47.6,40.7,48.9,23
im0071,17.1,161,28,121,34.2,85,45.1,85.7,48.5,120,59.4,155,29.4,86.4,36.2,61.1,34.8,41.3,51.9,41.3,53.3,67.3,49.2,90.5,39.6,39.3,31.4,16.8
im0072,86,135,55.1,117,67.9,88.1,72,87.9,63.8,119,84.3,146,24.6,69.6,43.1,62.1,53,49.4,61.6,46.2,73.9,64.5,75.1,85.7,53.5,39.3,45,22.2
im0073,20.2,146,29,112,29.3,75,29.3,79.2,39,113,39.6,151,41.4,87.7,43.3,62.6,46.3,34.4,46.3,34.7,42.4,61.7,39.9,87.1,55.1,31.6,70.9,20.1
im0074,27.6,145,36.3,125,31.8,85.3,50.4,84,54.6,119,56.4,155,16.2,93.2,16.7,68.4,18.9,43.3,48.9,39.1,54.1,61.2,55.4,77.3,33.8,36.9,39.2,16
im0075,113,148,106,112,90,102,70.4,106,65.2,144,40.9,159,143,94.7,125,83.1,102,66.2,71.5,63.1,52.5,85.8,46.2,110,89.4,58.3,91,40.9
im0076,28.6,144,30.7,114,28,85.6,48.7,84.3,57.9,108,60.3,132,28.6,90,19.8,67.2,30,47.1,57.2,43.4,62.3,63.1,69.2,83.9,48,40.7,48,19.9
im0077,24.1,119,61,98.7,34.5,71.8,33.7,71.8,52.4,99.1,39.5,132,76.6,71.2,57.7,66.4,68.7,44,68.9,40.7,55.8,65.9,74.8,66.4,76.2,38.8,84.2,24
im0078,45.2,159,46.5,119,38.3,88.6,48.8,89.5,52,117,39,145,28.8,88.6,19.4,68.6,31.8,48.4,54,45.5,54.3,64.4,67.7,79.7,45.5,38.9,48.8,19.3
im0079,38.3,162,39.1,120,36.9,86.7,26.1,86.2,22.8,123,18.2,158,45.9,21.9,59.7,36.8,39.9,41.4,17.1,40.9,23.9,32.5,34.2,21.6,31.5,33.8,31.8,17
im0080,84.1,129,83.1,102,77.3,96.7,102,107,107,103,96.8,130,37.3,54.8,66.6,58.2,88,54.8,119,62.1,134,67.4,159,67.4,107,58.7,108,37.2
im0081,24.8,122,28.8,85.8,18.4,78.5,19.2,77.3,27.5,91.6,18.4,117,64,58.7,40.1,57.2,37.6,43.1,51.7,41.4,42.9,47.6,29.7,44.2,48.7,34.8,46.5,18.1
im0082,32.7,118,44.3,83.8,21.8,74.3,37.2,78.7,68.9,87,59.8,111,77.2,102,58.4,84,49.7,59.9,70.1,56.9,79.6,81.1,92.3,99.7,64.5,48.2,66.1,28.2
im0083,30.2,145,36,112,34.6,88.4,52,87,60.1,102,60.1,136,22.9,83.3,31.6,62.2,38.2,42.5,72.5,48.3,74.6,66.6,79,89.2,52.8,44.7,53.5,22.1
im0084,23.7,166,19.9,122,27.5,84.5,47,88.9,50.5,124,53,158,41.7,65.5,15.2,67.8,20.9,40,53.3,43.1,48,66.2,23.7,60.2,36.9,34.6,37.9,15.4
im0085,32.4,141,76.8,122,106,90.6,121,94,116,122,110,164,93.3,76.1,109,60.6,109,41.7,133,45.6,152,66.1,144,78.3,120,43.9,120,23.6
im0086,47.9,162,47.9,124,48.9,87,30.1,87.5,30.1,121,33,160,62.3,95.9,63.3,71.6,59.9,45.7,22.6,44.3,19.6,67.1,18.1,76.5,40,34.8,42.5,17.9
im0087,20.3,162,24,126,28.4,87.1,46.1,87.1,50.8,124,54.2,161,25,95.9,17.9,79,20.3,50.2,55.9,45.7,62.7,70.1,58.9,64.7,37.6,38.6,37.6,18
im0088,45.3,164,32,128,40.4,89.7,50.3,93.4,41.6,128,70.2,148,20.1,85.1,29.4,73.8,29.7,51.8,51.1,47.1,64.7,67.1,69.9,86.2,34,40.2,32,20.2
im0089,38.4,131,51.5,121,40.5,97.6,54.6,92.4,66.2,110,83.2,139,18.7,91.8,14,72.1,27.6,55.3,52.5,56.3,59.2,72.5,66.9,84.9,40.3,47.6,38.4,27.7
im0090,31.7,124,36,108,60.1,94.3,61.9,94.8,32,95.7,46.9,123,25.3,72.1,37.3,68.9,45.6,53.6,61.7,51.7,80.1,63,88.4,79.9,50.7,47.5,51,25.2
im0091,52.7,160,52.7,125,48.4,90.2,37.6,89.7,33.4,126,32.3,159,71.4,82.7,65.5,65,58,47.8,29.1,50,25.3,72,20.5,95.6,43,37.1,42.5,20.5
im0092,108,115,81.7,96,82.4,83.1,70.5,79.6,42.8,98.3,37,122,129,47.3,123,42.7,101,37.4,73.5,33,59.4,34.4,39.8,41.6,81.3,28.2,82.7,13.2
im0093,38.5,152,59.8,122,47.5,90.3,34,91,40.4,123,43,161,71.4,88.4,62.4,68.4,54,45.2,24.9,49.7,21.7,74.9,20.4,106,41.7,34.8,41.7,20.7
im0094,54.1,161,32.2,134,44,100,39.2,99.1,20.4,135,37.9,165,65.9,31.7,71.6,50.6,53.6,55.8,40.1,52.3,30.5,37,29.6,20.4,43.1,47.5,53.6,33.5
im0095,33,163,32.4,126,34.7,89.4,50.2,92.3,53,129,58.8,161,23.8,96.8,20.4,71.1,29.5,47,59.9,43.6,69.1,68.2,71.9,53.9,46.2,37.9,46.7,20.7
im0096,130,145,113,113,108,86,90,87.5,65.2,115,58.1,152,64.7,80.9,84,78.9,83.4,55.5,63.2,56.5,46.4,80.9,37.3,79.9,65.2,50.4,60.1,37.2
im0097,80.9,140,64.3,131,65.6,101,88.6,98.3,108,136,112,162,32,75.9,37.3,50.7,50,52.8,86.1,51.6,97.4,78.1,78.4,79,68.4,55,63.7,32
im0098,17.2,149,22.1,119,30.6,84.6,45.8,85.1,51.2,118,45.8,153,34.2,78.4,19.4,64.9,27.5,43,60.6,43,59.2,59.1,58.8,73,46.3,37.2,50.3,17.5
im0099,25.1,150,27.2,110,25.8,78.4,20.3,77.7,34.2,113,39.1,148,40.5,91,31.4,73.6,27.9,44.2,19.6,38.6,25.1,69.4,35.6,93.1,27.2,29.5,29.3,8.57
im0100,39.9,142,11.6,118,33.8,87.6,31.9,71.2,6.38,106,34.1,146,105,66.5,86.2,66.5,69,73.2,78.2,69,93.7,35.8,113,23.6,82,72.6,94.2,87.9
im0101,65.3,158,55.6,126,51.7,96.3,63.4,96.9,67.9,126,71.8,159,21.7,21.4,35.4,39,46.4,48.1,68.6,57.8,75.7,76.1,64.7,72.2,55.6,44.8,58.2,26.6
im0102,40.9,177,38,142,36.6,108,47.7,111,37.5,135,23.1,155,31.3,23,29.3,45.7,37.5,60.6,61.7,70.7,77.6,82.3,80.9,66.4,53.5,59.7,54.4,44.7
im0103,18,157,39.9,125,40.8,86.9,52.2,88.7,49.6,130,54.8,161,52.2,95.7,43.4,78.1,43.4,52.7,54,50.1,57.5,79.9,62.7,96.6,48.7,40.4,48.7,17.6
im0104,47.4,161,48.8,117,48.2,88,34.8,89.3,33.4,120,29.9,161,61.7,30.1,63.6,40.5,54.8,41.6,29.6,42.4,23.3,65.7,18.1,88.5,42.8,35,41.9,18.3
im0105,46.2,151,43.3,118,42.2,85.8,33,87,25.6,118,29.3,152,47.7,47.2,56.5,61.9,46.2,39.8,26,38.3,23.8,60.1,16,80.7,35.6,31,35.9,16.3
im0106,35.7,149,37.6,116,35.2,84.8,22.2,85.3,23.1,114,22.9,148,52.1,80.2,44.7,61.9,42.2,40.8,17.1,41.8,14.9,65.3,18.6,82.4,31.1,30.2,30.9,15
im0107,63.4,158,52.1,123,38.6,91.1,51.4,92.9,39.7,124,21.3,154,27,96.7,27.7,72.6,34.1,46,58.2,51.6,64.9,74.1,77,93.7,49.5,38.4,51.4,22.3
im0108,41.6,158,42.8,118,35.8,89.7,26.9,88.7,30.1,114,20.5,143,70.9,91.6,60,73.1,53.4,47.6,24.7,47.3,20.2,70.2,41.6,86.8,41.2,37.1,44.1,20.2
im0109,125,80.8,134,95,110,74.7,93.6,81.2,99.5,93.4,120,108,138,61.2,123,48,107,36.7,76.8,32.2,57.1,40.3,31.8,45.2,93.8,23.7,103,9.88
im0110,85.7,129,44.6,133,50.8,99,49.8,103,55,146,94.6,151,84.7,49,87.3,70.4,73.2,65.2,62.3,51.1,48.8,41.2,26.9,27.2,69.1,50.1,83.1,39.1
im0111,89,159,84.3,121,80.3,88.3,68.8,88.8,65.5,121,65.2,162,106,43.1,104,56.5,85.1,43.3,58.4,43.3,39.3,45.9,30.3,31.8,68.3,37.2,55.9,24.8
im0112,43.5,106,39.2,64.6,57.9,90.6,75.3,98.1,73.7,149,61,119,36.3,26.8,69.5,32.6,85.9,31.6,115,68,120,104,127,144,100,46.7,106,39.9
im0113,36,161,61.7,125,75.3,97.8,91.7,101,105,134,109,163,110,72.2,89.5,76.4,73.8,61.5,105,60,127,65.7,115,65,86.7,53.6,85.2,36.5
im0114,55.3,161,49.4,125,68.2,103,75.2,101,93.5,133,125,154,28.3,92.8,29.7,80.7,39.5,66.1,60.6,57.9,81.7,74.8,75.2,95,48.2,58.2,48,38.5
im0115,15.1,157,18.8,123,23.3,82.3,37.3,82.3,43.9,119,46,151,16,89.1,13.9,64.5,17.2,40.8,44.6,37.3,45.8,59.3,38.5,64,31,29.1,31.2,12.9
im0116,29.7,114,67.2,130,83.1,99.5,92.8,99.5,110,125,123,163,113,81.5,89.7,75.9,98.8,56.4,98.8,56.4,74,62.3,82.6,82.5,103,51.4,105,37.2
im0117,117,75.3,92.4,79.8,63.9,81,64.6,87.1,52.4,57.7,33.5,33.7,48.9,151,51.8,135,50.5,119,56.6,124,55.6,146,50.2,166,52.4,124,42.5,132
im0118,47.8,139,66.5,109,38.2,86.3,35.9,86.5,40,110,22.6,140,19,75.3,35,59.8,45.3,45.7,44.4,37.8,30.3,53,19.8,74.4,52.5,40.7,57.3,19
im0119,43.4,144,41.5,109,26.2,84.8,30,84.6,29,111,20.9,142,49.4,36.3,35.4,35.1,36.2,38.5,52.2,47.8,60,64.2,73.2,58.9,49.8,38.5,54.1,21
im0120,30.2,147,52.5,117,40.7,82.4,40.7,79.2,57.2,116,21.3,123,66.9,75.1,49.3,66.2,61.6,41.3,56.1,38.1,38.3,54.4,54.1,68.2,65,37.6,75,21.4
im0121,53.2,152,53.2,115,45.8,85.2,32.4,85.7,30.5,115,30.8,148,46,73.7,57.2,58.7,51.4,39.5,18.8,41.9,16.4,62.5,30.5,73.4,35.3,34.4,35.1,16.2
im0122,46.9,137,45.1,109,35.8,83.3,25.4,85.1,24.2,114,21.9,147,43.1,90.6,42.2,63.9,41.9,39.5,18.4,39.2,13.5,59.8,24.8,52.6,34.7,29.7,35.8,13.4
im0123,85.3,161,70.6,125,67.2,87.3,50.4,87.8,30.9,126,25.5,168,58.7,87.5,75.7,68.5,62.3,48.1,28.3,50.7,24.3,76.8,32.6,95.2,40.8,39.9,37.1,24.5
im0124,33.4,111,47.4,78.6,68.8,79.2,58.2,66.8,60.3,33.2,33.2,52.7,101,69,106,78.4,110,93.7,95.3,80,72.9,65,60.1,46,111,92,120,116
im0125,68.8,151,54,120,40.2,88.3,35.8,84.3,42.4,120,21.6,149,73.9,81.7,55.3,75.1,52.8,49.9,53.7,42.7,56.6,68.8,75.8,73.9,58.1,39.5,57.5,21.6
im0126,25.9,171,44.1,133,52.6,93.1,69.4,96,90.5,133,92.8,170,54.6,85.5,46.4,76.6,56.9,51.6,88.5,55.5,86.2,77.9,94.8,68.4,73,48.6,72.7,27.5
im0127,42,158,36,112,33.5,79.7,38.5,80.2,33.5,115,39,157,18.1,79.2,32,60.8,33.5,36.5,38,37.5,41.5,59.3,37,83.2,32.5,29.5,32,9.7
im0128,42.5,162,33.1,119,31.4,87.9,42.5,87.3,43.6,123,52,162,29.4,81.1,18.2,66.5,19.9,48.1,47.3,44,64,63.8,55.3,83.6,31.4,37.6,27.9,18.2
im0129,39.1,153,49.6,114,24.4,91.5,16,95.4,38,118,10.6,136,78.1,93,59.9,77.2,46.7,55.7,32.5,54.8,7.92,71.5,27,85.6,48.3,47,53.1,28.1
im0130,13.4,151,22.5,115,24.1,83.3,26.8,83.1,28.5,117,26.2,149,46.8,70.5,29.7,61,24.8,40.9,25.8,40.9,29.7,60.3,46.2,69.6,28.7,33.3,28.9,13.5
im0131,41.4,156,23.7,128,17.4,95.8,27.1,91.2,16.3,120,48.8,128,57.4,16.5,40.2,23.4,35.7,38.8,47.1,63.9,44.2,53,47.7,36.5,40.8,50.2,55.6,38.8
im0132,57.8,139,50.8,110,45.1,80.5,32.4,82.2,20.1,109,24.3,147,33.1,64.6,48.6,58.2,41.6,35.7,19.4,35.7,25.7,53.7,20.4,71.3,23.2,29.3,16.5,16.6
im0133,46.3,144,55.7,118,52.2,87,35.1,86.6,32.7,114,30.9,143,32.7,69.2,17.7,59.4,33.4,37.5,61.6,40.6,60.6,51.1,60.6,68.9,48,35.7,52.2,17.6
im0134,115,167,93.2,127,67.3,97.2,82.4,99,69.7,143,32.9,154,80.6,52,66.7,61.6,66.7,45.4,100,54.4,94.4,54.4,85.4,43.6,89,48.4,94.4,32.7
im0135,17.2,158,38.3,135,65.8,117,57.6,109,30.5,102,31.1,131,89.9,143,99,124,107,110,102,86.6,100,67.9,106,42.3,112,94.8,123,108
im0136,47.5,130,33.3,112,49.8,83.8,68.5,81.1,72.9,121,81.7,142,23.4,74.6,30.4,51.5,33.1,40.2,53.2,36.6,59.1,58.4,39,65.1,41.7,33.9,33.1,16.5
im0137,42.1,128,36.9,97.8,49.9,72.1,34.3,70,14.2,90.6,22,106,37.1,80.6,43.5,54.5,45.8,32.1,20.6,30.2,22.2,54.5,32.2,75.3,29.5,22.5,35.9,7.43
